Fidelity,Phi,Susceptibility
0.8520066889632107,0.11566298639324993,14.699836941617203
0.8545150501672241,0.1734944795898722,20.07738103127055
0.8570234113712375,0.21638563370731617,15.665039564982216
0.8595317725752508,0.25208163459814414,13.341313239801442
0.8620401337792643,0.28331529878993206,11.830530470131919
0.8645484949832776,0.3114321219064982,10.743539638633518
0.867056856187291,0.33721265483658847,9.911937178594673
0.8695652173913043,0.3611575592573076,9.248682583585031
0.8720735785953178,0.38361072799838625,8.703470028399403
0.8745819397993311,0.4048204523763681,8.24486922384457
0.8770903010033445,0.42497294818489745,7.852074019632034
0.8795986622073578,0.4442121280601408,7.510680146026951
0.8821070234113713,0.4626519455729925,7.210351782120689
0.8846153846153846,0.4803844614152613,6.9434516702373275
0.887123745819398,0.4974853151561229,6.704196649626017
0.8896321070234113,0.514017554975258,6.48811563571972
0.8921404682274248,0.5300343902517067,6.291689695617122
0.8946488294314382,0.5455812156556115,6.11210600100188
0.8971571906354515,0.5606971293871676,5.9470853508322294
0.899665551839465,0.5754160919975791,5.794758582995924
0.9021739130434783,0.5897678246195887,5.653576286734824
0.9046822742474917,0.6037785148407304,5.522241698734801
0.907190635451505,0.6174713782921712,5.399660056417243
0.9096989966555185,0.6308671104414858,5.284899839032046
0.9122073578595318,0.6439842537388203,5.177162731938009
0.9147157190635452,0.6568394987288002,5.075760083791001
0.9172240802675585,0.6694479330889423,4.980094259739971
0.919732441471572,0.6818232491957231,4.889643730595519
0.9222408026755853,0.6939779183594884,4.80395104405887
0.9247491638795987,0.7059233380455168,4.722613041743951
0.927257525083612,0.7176699570304447,4.645272842540774
0.9297658862876255,0.7292273824060892,4.571613227260201
0.9322742474916388,0.7406044715484724,4.501351143904665
0.9347826086956522,0.7518094115561126,4.4342331158492465
0.9372909698996655,0.7628497881831676,4.370031382621371
0.939799331103679,0.7737326459170893,4.308540639000668
0.9423076923076923,0.7844645405527362,4.24957526578714
0.9448160535117057,0.7950515853775599,4.192966966942217
0.947324414715719,0.8054994918919112,4.138562744440451
0.9498327759197325,0.815813605834619,4.086223155221059
0.9523411371237458,0.8259989391589064,4.035820804934869
0.9548494983277592,0.8360601985015164,3.987239041377375
0.9573578595317725,0.8460018106039434,3.940370817052033
0.959866220735786,0.855827945075356,3.895117695579935
0.9623745819397993,0.8655425348292608,3.85138898093584
0.9648829431438127,0.8751492944780441,3.8091009519576353
0.967391304347826,0.8846517369293827,3.768176187409146
0.9698996655518395,0.8940531883948124,3.72854296920045
0.9724080267558528,0.9033568019922612,3.690134753289069
0.9749163879598662,0.912565570100276,3.6528896993726065
0.9774247491638797,0.9216823356011539,3.616750251803356
0.979933110367893,0.9307098021327342,3.581662765261014
0.9824414715719064,0.9396505434536339,3.5475771696381804
0.9849498327759197,0.9485070120138622,3.514446669376638
0.9874581939799332,0.9572815468117106,3.4822274731440426
0.9899665551839465,0.9659763806082303,3.450878550297599
0.9924749163879599,0.9745936465623675,3.4203614110527187
0.9949832775919732,0.9831353843426085,3.390639907676949
0.9974916387959867,0.9916035457647602,3.361680054373375
1.0,1.0,3.347386421782279
